,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
851, The court heard evidence in Kahramanmaraş, The court heard evidence in Rebeccaburgh,,7222,866
852, into existence in Włocławek, into existence in Mclaughlintown,,1225,779
853, The court heard evidence in Osmaniye, The court heard evidence in Jessicatown,,9011,87333
854, The court in Czarne, The court in Heathershire,,811,34448
855, The court heard evidence in Hertford, The court heard evidence in Mariostad,,8187,329
856, The court in Tokat, The court in Margaretfort,,266,3969
857, into existence in Kloten, into existence in Gonzalesview,,268,1050
858, in the area of Tatvan, in the area of Bennettbury,,15649,19603
859, The court heard evidence in Sosnowiec, The court heard evidence in Ortegaport,,66492,371
860, school teacher incurrently detained in Nusaybin, school teacher incurrently detained in Melissamouth,,6863,2898
861, The court in Fatih, The court in Amyview,,6996,1050
862, into existence in Réunion, into existence in Rileyberg,,16192,7725
863, The court heard evidence in Stalowa, The court heard evidence in Odomshire,,13472,14909
864, in the territory of Łask, in the territory of Susanfurt,,1073,38186
865, lawyers practising in Bestwina, lawyers practising in Weaverside,,2210,577
866, into existence in Waizenkirchen, into existence in Mcdowellmouth,,7522,32680
867, into existence in Mogadishu, into existence in Jermaineview,,84,1050
868, school teacher incurrently detained in GATA, school teacher incurrently detained in Thomasburgh,,4485,17816
869, in the area of Courbevoie, in the area of Salazarstad,,87035,46840
870, The court in Gdański, The court in Dannybury,,129451,19603
871, in the territory of Léger, in the territory of Copelandton,,1389,777
872, in the area of Taksim, in the area of Silvaside,,318,577
873, in the territory of Erlangen, in the territory of Allenstad,,59141,46840
874, The court in Brixton, The court in Navarroburgh,,777,17816
875, The court in Maidenhead, The court in Angelaland,,1983,15337
876, The court in Legnica, The court in Phamland,,3001,1933
877, in the area of Enns, in the area of Williamsville,,4412,49928
878, in the territory of Słupsk, in the territory of Garzaville,,4886,4517
879, in the territory of Egemenlik, in the territory of Deanshire,,7637,34448
880, in the area of Kehrgebiet, in the area of Kevinfurt,,3891,5639
881, The court in Cheadle, The court in Benderside,,273,577
882, into existence in ZÜRICH, into existence in Jimenezview,,32829,1050
883, school teacher incurrently detained in Şedat, school teacher incurrently detained in Stephaniemouth,,266,86041
884, in the area of Opolskie, in the area of Blanchardtown,,30322,27831
885, lawyers practising in Skåne, lawyers practising in Juliaville,,811,4517
886, into existence in Botkyrka, into existence in Roberthaven,,4554,5276
887, into existence in Włodawa, into existence in Santanastad,,14077,329
888, into existence in Samsø, into existence in Jonton,,6151,263
889, in the territory of Bayona, in the territory of Davidfurt,,6721,38186
890, lawyers practising in TRNC, lawyers practising in Brooksfort,,9949,3969
891, into existence in Kristianstad, into existence in Thomashaven,,46840,5276
892, in the territory of Scandinavia, in the territory of Weissmouth,,34002,32680
893, lawyers practising in Brederis, lawyers practising in Tinabury,,285,3350
894, in the territory of Århus, in the territory of Caitlinstad,,12800,46840
895, The court heard evidence in Nizip, The court heard evidence in Grimesshire,,573,34448
896, in the territory of Siemianowice, in the territory of Jessicaburgh,,558,866
897, lawyers practising in Bork, lawyers practising in Craigville,,669,7919
898, lawyers practising in Pirmasens, lawyers practising in Gonzalezmouth,,724,2898
899, The court heard evidence in Zabrze, The court heard evidence in Hartmanmouth,,54074,32680
900, The court in Satzung, The court in Wallaceburgh,,38132,17816
901, in the territory of Tarnów, in the territory of Millershire,,12263,34448
902, The court in Pristina, The court in Moniqueberg,,2210,7725
903, The court in Egelsee, The court in Jessicastad,,68,329
904, into existence in Cruz, into existence in Greenland,,20842,72678
905, school teacher incurrently detained in Strzelce, school teacher incurrently detained in Salazarton,,346,79496
906, The court in Hakkari, The court in Rossside,,2780,577
907, into existence in Hallabro, into existence in Williamsshire,,299,554
908, into existence in Wielkopolski, into existence in Tiffanymouth,,6642,2898
909, school teacher incurrently detained in Bavaria, school teacher incurrently detained in Adamfort,,10432,3969
910, The court in Adıyaman, The court in Alexanderside,,12715,577
911, into existence in Griesheim, into existence in Lauriemouth,,20572,2898
912, in the area of Trypimeni, in the area of Tylertown,,72,779
913, in the area of Saragossa, in the area of Joannaside,,43836,28512
914, The court heard evidence in Lawrie, The court heard evidence in Heatherfurt,,7231,38186
915, The court in Strabane, The court in Andreaville,,2145,4517
916, lawyers practising in Trollhättan, lawyers practising in Vazquezberg,,276,7725
917, The court heard evidence in Ghent, The court heard evidence in Frankstad,,306,46840
918, The court in Glinica, The court in Valentinemouth,,3001,86041
919, lawyers practising in Rhin, lawyers practising in Oliverbury,,258,19603
920, into existence in Białystok, into existence in Wandaview,,562,570
921, in the area of Erlenbach, in the area of Shaneland,,34538,437
922, The court heard evidence in Gotland, The court heard evidence in Mosston,,1933,7720
923, in the territory of Karavas, in the territory of Ryanshire,,300,34448
924, The court heard evidence in Kocaeli, The court heard evidence in Katherinetown,,72,779
925, in the territory of Antalya, in the territory of Taraview,,64,570
926, The court in Tczew, The court in Gutierrezland,,365,1933
927, lawyers practising in Kassianos, lawyers practising in Wilcoxbury,,436,3350
928, in the territory of Gryta, in the territory of Armstrongland,,2565,1933
929, into existence in Tenth, into existence in Jamesmouth,,20684,32680
930, lawyers practising in Verviers, lawyers practising in Garystad,,4813,329
931, in the area of Bambatzera, in the area of Theresahaven,,2416,5276
932, in the territory of Częstochowa, in the territory of Ortegabury,,13472,3350
933, school teacher incurrently detained in Rockwood, school teacher incurrently detained in Shannonchester,,6660,14819
934, school teacher incurrently detained in Memnon, school teacher incurrently detained in Sarahport,,6280,403
935, in the territory of Nevşehir, in the territory of Richardsonhaven,,126966,70912
936, in the territory of Cornhill, in the territory of Meganborough,,27507,34079
937, into existence in Böttstein, into existence in Melissafort,,12429,52713
938, The court heard evidence in Parkhurst, The court heard evidence in Owenston,,69100,7720
939, school teacher incurrently detained in Osiedle, school teacher incurrently detained in Lovetown,,273,779
940, The court heard evidence in Bystra, The court heard evidence in Jasonmouth,,13342,32680
941, The court in Pamuk, The court in Harrisonview,,3101,1050
942, into existence in Täby, into existence in Williamsside,,1694,577
943, lawyers practising in Lublin, lawyers practising in Brownburgh,,3732,17816
944, in the territory of Galicia, in the territory of Nortonchester,,24024,14819
945, in the territory of Hopfgarten, in the territory of Paulastad,,23118,329
946, school teacher incurrently detained in Ludvika, school teacher incurrently detained in Ashleetown,,11496,779
947, lawyers practising in Lummelunda, lawyers practising in Nunezview,,26892,1050
948, school teacher incurrently detained in Sarajewo, school teacher incurrently detained in Christinamouth,,78,2898
949, in the area of Çukurova, in the area of Stricklandfort,,6586,3969
950, school teacher incurrently detained in Klagenfurt, school teacher incurrently detained in Loriview,,38186,570
951, lawyers practising in Areszt, lawyers practising in Krystalhaven,,11687,70912
952, in the area of Colnbrook, in the area of Jamesside,,42266,577
953, school teacher incurrently detained in Bruchsal, school teacher incurrently detained in Debratown,,19222,87333
954, lawyers practising in Monaghan, lawyers practising in Costaland,,96169,15337
955, The court heard evidence in Ameisberg, The court heard evidence in Snyderville,,7725,50772
956, in the territory of Ordu, in the territory of Danielbury,,1054,19603
957, The court in Vanoise, The court in Adamsside,,1064,577
958, The court in Sundsvall, The court in Hendricksport,,541,403
959, in the area of Furuby, in the area of Murphyborough,,20028,34079
960, lawyers practising in Härjedalen, lawyers practising in Vazqueztown,,35649,779
961, into existence in Tyne, into existence in Christopherchester,,811,14819
962, in the area of Hagen, in the area of Johnberg,,8535,7725
963, school teacher incurrently detained in Directorate, school teacher incurrently detained in Greenland,,93366,72678
964, The court in Sincan, The court in Antonioside,,276,577
965, into existence in Coruña, into existence in Hensonland,,18324,1933
966, into existence in Westcliff, into existence in Joshuaton,,3092,23535
967, in the territory of Gorleben, in the territory of Gentryburgh,,7964,17816
968, into existence in Straubing, into existence in Brandytown,,287,27831
969, The court heard evidence in Olsztyn, The court heard evidence in Mcclainshire,,1872,14909
